Date,Customer_ID,Product_Name,Category,Price,Sales_Volume,Revenue,Season,Location,Payment_Method,Age,Purchasing_Frequency,Product_Reviews,Restock_Status,Stock_Level
12/25/24,CUST2269,Outerwear,Outerwear,105,1,105,Summer,Canada,Credit Card,45,3,95,Yes,180
5/16/23,CUST7878,Hoodie,Hoodie,55,3,165,Spring,Australia,Apple Pay,22,3,148,No,250
1/19/23,CUST2150,Footwear,Footwear,190,3,570,Fall,Germany,PayPal,33,4,137,Yes,200
2/5/23,CUST2085,Hoodie,Hoodie,145,3,435,Summer,Germany,Apple Pay,40,5,165,Yes,250
6/27/23,CUST9991,Outerwear,Outerwear,145,1,145,Fall,China,PayPal,26,4,123,No,180
6/5/24,CUST9309,Denim,Denim,115,2,230,Winter,France,PayPal,26,3,143,Yes,150
11/9/24,CUST6557,Sweatpants,Sweatpants,85,1,85,Summer,Germany,Apple Pay,34,1,157,Yes,450
10/3/23,CUST6112,Denim,Denim,90,2,180,Summer,Japan,PayPal,35,2,178,No,150
3/29/23,CUST3988,Sweatpants,Sweatpants,60,2,120,Winter,Brazil,Apple Pay,29,4,183,Yes,450
10/28/23,CUST9954,Footwear,Footwear,115,3,345,Summer,Italy,Credit Card,20,1,79,Yes,200
3/7/23,CUST9321,Footwear,Footwear,135,1,135,Spring,India,Credit Card,44,3,74,Yes,200
9/14/24,CUST6223,Footwear,Footwear,175,1,175,Fall,Brazil,Credit Card,28,1,154,Yes,200
8/10/23,CUST9231,Footwear,Footwear,160,1,160,Fall,Japan,PayPal,24,1,80,Yes,200
9/24/23,CUST3975,Outerwear,Outerwear,225,2,450,Summer,USA,Credit Card,29,4,115,No,180
9/28/24,CUST2167,Footwear,Footwear,150,1,150,Spring,China,Apple Pay,18,1,107,Yes,200
11/8/24,CUST2897,Sweatpants,Sweatpants,75,1,75,Summer,Japan,Apple Pay,19,1,27,No,450
5/20/24,CUST6617,Outerwear,Outerwear,240,3,720,Winter,UK,Apple Pay,24,4,123,No,180
10/16/24,CUST2497,Denim,Denim,115,2,230,Fall,UK,Debit Card,34,2,78,Yes,150
10/8/23,CUST6446,Footwear,Footwear,160,2,320,Fall,Mexico,Debit Card,45,3,120,Yes,200
11/26/24,CUST4184,Hoodie,Hoodie,115,1,115,Summer,Brazil,PayPal,25,3,175,Yes,250
3/20/23,CUST9419,Outerwear,Outerwear,215,1,215,Winter,Mexico,Debit Card,32,5,162,Yes,180
10/12/23,CUST9625,Hoodie,Hoodie,115,1,115,Summer,Australia,Debit Card,32,1,55,No,250
8/1/23,CUST3698,Hoodie,Hoodie,120,3,360,Winter,China,PayPal,23,1,173,Yes,250
3/11/24,CUST4232,T-shirt,T-shirt,80,1,80,Winter,Brazil,Debit Card,26,3,132,No,350
4/12/24,CUST7346,Outerwear,Outerwear,125,2,250,Fall,Brazil,Apple Pay,43,2,83,Yes,180
6/22/23,CUST8242,Sweatpants,Sweatpants,75,3,225,Spring,UK,Debit Card,40,1,33,Yes,450
3/15/24,CUST6919,Outerwear,Outerwear,250,2,500,Fall,Japan,PayPal,43,2,53,No,180
1/22/23,CUST8727,Outerwear,Outerwear,110,3,330,Fall,France,Apple Pay,28,5,50,Yes,180
6/21/24,CUST3674,Sweatpants,Sweatpants,60,3,180,Winter,India,Debit Card,35,3,72,Yes,450
2/3/24,CUST2983,Footwear,Footwear,160,2,320,Summer,China,Apple Pay,25,4,144,Yes,200
10/28/24,CUST1133,Footwear,Footwear,185,3,555,Fall,Mexico,Apple Pay,34,5,128,No,200
7/30/24,CUST6301,Sweatpants,Sweatpants,45,3,135,Spring,USA,Debit Card,36,5,33,Yes,450
12/17/23,CUST8417,Sweatpants,Sweatpants,50,2,100,Winter,France,Debit Card,22,3,107,Yes,450
2/10/23,CUST8537,T-shirt,T-shirt,75,2,150,Summer,China,PayPal,44,5,141,Yes,350
12/17/24,CUST5137,T-shirt,T-shirt,75,1,75,Winter,Mexico,Credit Card,30,2,134,No,350
9/29/23,CUST9572,T-shirt,T-shirt,45,2,90,Fall,Japan,Credit Card,37,1,163,Yes,350
6/7/23,CUST6869,Outerwear,Outerwear,100,3,300,Fall,UK,PayPal,18,5,187,Yes,180
8/17/24,CUST8403,Denim,Denim,85,2,170,Fall,Japan,Apple Pay,44,3,193,No,150
9/13/24,CUST9499,Outerwear,Outerwear,220,2,440,Winter,Canada,Apple Pay,30,4,132,No,180
4/14/23,CUST7427,Outerwear,Outerwear,240,1,240,Spring,Mexico,Credit Card,24,2,22,Yes,180
8/25/24,CUST5966,Hoodie,Hoodie,95,3,285,Fall,Japan,Debit Card,18,4,121,Yes,250
7/29/23,CUST7457,Outerwear,Outerwear,100,2,200,Spring,Australia,PayPal,27,3,164,No,180
1/23/24,CUST1792,Denim,Denim,130,2,260,Spring,China,Credit Card,35,1,199,No,150
10/9/23,CUST1386,Sweatpants,Sweatpants,80,1,80,Winter,China,PayPal,43,1,110,Yes,450
6/9/23,CUST7861,Denim,Denim,115,2,230,Fall,USA,Credit Card,37,1,173,No,150
5/22/24,CUST5462,Sweatpants,Sweatpants,50,2,100,Winter,France,Apple Pay,21,3,151,Yes,450
8/28/23,CUST3859,Outerwear,Outerwear,180,2,360,Winter,Spain,PayPal,33,2,77,Yes,180
10/4/23,CUST2534,Footwear,Footwear,135,1,135,Winter,Australia,Debit Card,35,3,134,Yes,200
1/26/24,CUST1869,Denim,Denim,85,3,255,Summer,Italy,Debit Card,41,1,23,No,150
11/9/23,CUST7683,Denim,Denim,135,1,135,Spring,Brazil,PayPal,29,2,85,Yes,150
12/15/24,CUST3088,Sweatpants,Sweatpants,60,2,120,Winter,China,Credit Card,44,2,158,Yes,450
8/8/23,CUST1848,Hoodie,Hoodie,115,2,230,Summer,Brazil,PayPal,20,5,174,Yes,250
11/5/23,CUST3951,Sweatpants,Sweatpants,55,2,110,Summer,China,Apple Pay,28,2,156,Yes,450
6/28/23,CUST5064,T-shirt,T-shirt,65,3,195,Winter,Netherlands,Debit Card,43,4,105,Yes,350
1/27/24,CUST2445,T-shirt,T-shirt,65,3,195,Summer,Brazil,Debit Card,34,1,115,No,350
10/21/23,CUST6165,Denim,Denim,100,1,100,Summer,Australia,Apple Pay,42,3,39,No,150
8/28/23,CUST6714,Denim,Denim,125,1,125,Winter,Japan,Apple Pay,42,2,183,Yes,150
5/17/24,CUST7202,Hoodie,Hoodie,65,2,130,Summer,Germany,Debit Card,27,3,52,Yes,250
6/27/23,CUST4452,T-shirt,T-shirt,30,3,90,Spring,Japan,Debit Card,21,1,140,No,350
4/27/23,CUST1621,Sweatpants,Sweatpants,90,1,90,Winter,Mexico,Debit Card,25,2,67,Yes,450
12/30/23,CUST7024,T-shirt,T-shirt,55,3,165,Summer,France,Apple Pay,40,2,149,Yes,350
5/12/24,CUST4759,Sweatpants,Sweatpants,95,2,190,Spring,Germany,Debit Card,37,2,38,Yes,450
2/18/24,CUST8289,Footwear,Footwear,170,3,510,Summer,Spain,PayPal,35,5,23,Yes,200
8/16/24,CUST9493,Denim,Denim,140,1,140,Fall,USA,Credit Card,24,5,174,Yes,150
11/3/23,CUST7622,Footwear,Footwear,195,3,585,Summer,Mexico,Credit Card,42,4,94,Yes,200
1/6/24,CUST1058,Denim,Denim,120,3,360,Fall,Canada,Apple Pay,24,1,156,No,150
4/28/24,CUST1522,Outerwear,Outerwear,230,2,460,Winter,Canada,Credit Card,39,4,107,No,180
7/3/23,CUST8581,Sweatpants,Sweatpants,70,3,210,Winter,Germany,Credit Card,27,4,86,No,450
6/21/23,CUST3441,Hoodie,Hoodie,145,1,145,Winter,China,Debit Card,27,3,23,Yes,250
5/12/23,CUST2979,Outerwear,Outerwear,110,3,330,Winter,Canada,Credit Card,20,2,121,Yes,180
7/20/23,CUST5139,Denim,Denim,70,3,210,Fall,Italy,Credit Card,22,4,126,No,150
5/26/24,CUST6678,T-shirt,T-shirt,65,3,195,Spring,Spain,Debit Card,23,4,113,Yes,350
1/19/24,CUST1187,Hoodie,Hoodie,65,3,195,Spring,USA,Credit Card,38,4,40,Yes,250
6/3/24,CUST1973,Sweatpants,Sweatpants,50,3,150,Winter,Spain,Debit Card,44,1,118,Yes,450
6/4/23,CUST5862,T-shirt,T-shirt,70,2,140,Winter,Netherlands,PayPal,22,1,121,No,350
2/14/23,CUST5600,Sweatpants,Sweatpants,70,3,210,Summer,UK,Credit Card,33,4,32,Yes,450
3/28/23,CUST9656,Denim,Denim,95,2,190,Fall,Japan,PayPal,35,1,85,No,150
2/14/23,CUST8715,Hoodie,Hoodie,145,1,145,Summer,Mexico,Credit Card,37,1,187,Yes,250
1/16/23,CUST6423,Outerwear,Outerwear,140,2,280,Fall,China,Debit Card,35,4,113,No,180
8/31/24,CUST6246,Denim,Denim,95,2,190,Fall,Japan,Debit Card,38,4,174,No,150
2/1/23,CUST8914,Footwear,Footwear,185,3,555,Spring,Australia,Apple Pay,34,3,61,Yes,200
1/2/23,CUST4473,Sweatpants,Sweatpants,55,1,55,Summer,Australia,PayPal,18,1,138,Yes,450
6/3/23,CUST8318,Outerwear,Outerwear,155,2,310,Summer,Germany,Apple Pay,29,3,42,No,180
8/8/24,CUST4314,T-shirt,T-shirt,35,2,70,Spring,Germany,Debit Card,19,5,61,Yes,350
9/7/24,CUST1478,Outerwear,Outerwear,250,1,250,Spring,Mexico,Credit Card,35,3,161,Yes,180
5/27/24,CUST2295,Denim,Denim,60,3,180,Fall,Canada,Debit Card,21,5,25,No,150
10/23/23,CUST8925,Outerwear,Outerwear,150,3,450,Fall,UK,Credit Card,22,2,133,No,180
11/11/24,CUST7808,Footwear,Footwear,170,1,170,Fall,Germany,Debit Card,31,2,41,Yes,200
4/15/24,CUST1204,Denim,Denim,130,1,130,Winter,Mexico,Credit Card,32,4,156,No,150
5/20/23,CUST8744,Denim,Denim,105,1,105,Summer,France,Debit Card,25,4,160,No,150
2/22/24,CUST8526,Hoodie,Hoodie,100,1,100,Summer,Italy,Apple Pay,32,4,76,Yes,250
5/8/24,CUST3639,Denim,Denim,120,1,120,Spring,China,PayPal,39,4,27,No,150
3/13/23,CUST8207,Footwear,Footwear,145,3,435,Winter,China,Credit Card,43,3,184,Yes,200
6/7/24,CUST3307,Outerwear,Outerwear,215,3,645,Spring,USA,Debit Card,25,4,145,No,180
7/6/24,CUST4767,Denim,Denim,70,2,140,Summer,Mexico,Debit Card,25,1,120,Yes,150
10/18/23,CUST4034,Footwear,Footwear,195,1,195,Fall,India,Credit Card,35,3,198,Yes,200
2/19/24,CUST6756,Hoodie,Hoodie,50,3,150,Winter,China,PayPal,20,3,71,Yes,250
10/20/24,CUST9557,Sweatpants,Sweatpants,70,3,210,Winter,Spain,PayPal,33,3,144,Yes,450
10/25/23,CUST3363,Denim,Denim,125,2,250,Fall,Mexico,Apple Pay,21,3,81,No,150
3/16/24,CUST3294,Hoodie,Hoodie,145,3,435,Spring,Netherlands,PayPal,30,3,153,No,250
1/20/24,CUST7891,Hoodie,Hoodie,140,2,280,Winter,Canada,Credit Card,39,5,99,Yes,250
5/4/24,CUST4657,Hoodie,Hoodie,120,2,240,Spring,Brazil,PayPal,21,3,153,No,250
9/25/24,CUST4652,Footwear,Footwear,160,2,320,Fall,USA,Debit Card,26,1,179,Yes,200
3/25/23,CUST3114,Outerwear,Outerwear,165,2,330,Spring,Italy,Apple Pay,27,5,104,Yes,180
8/28/23,CUST8559,T-shirt,T-shirt,65,2,130,Winter,Germany,Debit Card,21,2,181,Yes,350
1/20/24,CUST1376,T-shirt,T-shirt,80,2,160,Winter,Mexico,Apple Pay,29,3,194,Yes,350
5/11/23,CUST9481,Outerwear,Outerwear,165,2,330,Fall,UK,PayPal,27,5,190,No,180
7/29/23,CUST6736,Outerwear,Outerwear,185,1,185,Spring,Australia,PayPal,37,2,85,Yes,180
11/6/23,CUST1253,Footwear,Footwear,175,1,175,Fall,Germany,Debit Card,39,2,99,No,200
5/6/24,CUST2617,Sweatpants,Sweatpants,70,1,70,Summer,China,Credit Card,21,1,187,Yes,450
2/13/24,CUST3775,Hoodie,Hoodie,140,3,420,Winter,Japan,PayPal,44,3,153,No,250
10/29/24,CUST8515,T-shirt,T-shirt,80,1,80,Spring,UK,PayPal,33,4,145,Yes,350
11/19/24,CUST2574,Footwear,Footwear,140,1,140,Winter,Spain,Debit Card,39,3,144,Yes,200
9/21/24,CUST1471,Footwear,Footwear,90,3,270,Spring,Mexico,PayPal,43,2,164,Yes,200
6/28/23,CUST6337,T-shirt,T-shirt,75,3,225,Fall,India,Debit Card,35,1,59,Yes,350
10/8/23,CUST8416,Sweatpants,Sweatpants,50,2,100,Summer,Netherlands,Credit Card,22,2,80,Yes,450
1/9/24,CUST6981,Outerwear,Outerwear,105,1,105,Winter,Netherlands,Credit Card,36,1,154,No,180
6/21/24,CUST4196,Hoodie,Hoodie,50,1,50,Summer,Netherlands,PayPal,32,5,121,Yes,250
11/6/23,CUST1165,Denim,Denim,80,1,80,Spring,UK,Credit Card,32,5,36,Yes,150
9/12/23,CUST7200,Hoodie,Hoodie,80,3,240,Fall,Italy,PayPal,38,1,113,No,250
5/2/23,CUST8296,T-shirt,T-shirt,75,3,225,Winter,Brazil,PayPal,18,4,54,No,350
10/5/24,CUST4549,Footwear,Footwear,135,1,135,Fall,Netherlands,PayPal,28,3,169,Yes,200
4/13/23,CUST5412,Footwear,Footwear,190,3,570,Fall,France,Debit Card,37,5,42,Yes,200
7/11/23,CUST9592,Hoodie,Hoodie,85,2,170,Summer,France,Apple Pay,34,2,151,Yes,250
2/10/24,CUST8121,Denim,Denim,140,3,420,Winter,China,Credit Card,20,3,102,No,150
12/8/23,CUST2413,T-shirt,T-shirt,80,1,80,Fall,India,Credit Card,26,5,96,Yes,350
11/4/24,CUST4065,Denim,Denim,85,3,255,Winter,Japan,Credit Card,32,3,104,No,150
6/23/24,CUST8753,T-shirt,T-shirt,70,3,210,Winter,Canada,Debit Card,38,3,152,Yes,350
12/16/24,CUST7895,Sweatpants,Sweatpants,40,1,40,Spring,Netherlands,Apple Pay,23,3,158,Yes,450
7/28/23,CUST6824,Hoodie,Hoodie,50,1,50,Winter,Mexico,Credit Card,32,1,165,Yes,250
10/22/24,CUST3406,Denim,Denim,110,2,220,Summer,Japan,PayPal,39,3,108,Yes,150
4/21/24,CUST9965,Denim,Denim,125,3,375,Winter,Italy,Credit Card,26,1,46,No,150
4/9/23,CUST4067,Hoodie,Hoodie,110,1,110,Summer,Japan,Debit Card,27,4,193,No,250
11/7/23,CUST7441,T-shirt,T-shirt,75,3,225,Winter,Spain,PayPal,38,3,197,Yes,350
6/27/23,CUST3610,Sweatpants,Sweatpants,100,2,200,Fall,Australia,Apple Pay,44,4,93,No,450
5/7/24,CUST6460,T-shirt,T-shirt,80,3,240,Spring,Canada,Credit Card,32,5,44,Yes,350
10/11/24,CUST8539,Denim,Denim,125,1,125,Summer,China,Credit Card,27,5,23,No,150
12/19/24,CUST1252,Denim,Denim,80,1,80,Spring,Mexico,Apple Pay,28,3,136,Yes,150
1/7/24,CUST7195,Footwear,Footwear,190,1,190,Fall,Spain,Debit Card,29,3,108,Yes,200
5/3/23,CUST1400,Outerwear,Outerwear,240,3,720,Summer,Italy,Apple Pay,41,3,148,No,180
4/12/24,CUST1736,Footwear,Footwear,165,1,165,Spring,USA,PayPal,19,3,110,Yes,200
1/5/23,CUST9351,Hoodie,Hoodie,85,2,170,Fall,Canada,Debit Card,29,5,93,No,250
11/9/23,CUST6389,Denim,Denim,105,2,210,Winter,India,Apple Pay,39,2,70,Yes,150
9/30/24,CUST7453,Denim,Denim,75,1,75,Winter,UK,PayPal,38,5,185,Yes,150
4/17/24,CUST3679,Sweatpants,Sweatpants,65,3,195,Summer,Japan,Credit Card,23,2,83,Yes,450
6/5/24,CUST8569,Footwear,Footwear,195,3,585,Fall,UK,Credit Card,41,5,21,Yes,200
9/24/24,CUST7209,Denim,Denim,130,2,260,Spring,Brazil,Debit Card,19,5,179,Yes,150
12/30/24,CUST5231,Footwear,Footwear,110,2,220,Winter,China,Apple Pay,25,5,89,Yes,200
4/6/24,CUST9466,Denim,Denim,105,2,210,Fall,Japan,PayPal,35,5,126,No,150
8/2/23,CUST7276,Footwear,Footwear,195,2,390,Fall,India,Debit Card,27,5,192,Yes,200
1/21/23,CUST3663,Footwear,Footwear,155,3,465,Summer,UK,Apple Pay,41,5,29,Yes,200
4/3/24,CUST1325,Denim,Denim,70,1,70,Fall,France,Apple Pay,29,3,35,Yes,150
9/27/24,CUST9810,Sweatpants,Sweatpants,65,3,195,Summer,Spain,Apple Pay,42,5,102,Yes,450
1/15/24,CUST4721,Hoodie,Hoodie,115,3,345,Winter,Spain,PayPal,19,4,73,Yes,250
5/28/23,CUST3802,Sweatpants,Sweatpants,85,2,170,Winter,Germany,Debit Card,41,3,169,No,450
12/26/24,CUST5734,Denim,Denim,140,1,140,Spring,France,Apple Pay,29,1,46,Yes,150
12/28/23,CUST2682,Outerwear,Outerwear,140,1,140,Summer,Australia,PayPal,43,5,125,No,180
4/5/24,CUST1545,Hoodie,Hoodie,65,2,130,Summer,Netherlands,Credit Card,22,1,117,Yes,250
12/6/24,CUST4401,Hoodie,Hoodie,95,2,190,Spring,China,Apple Pay,26,1,66,Yes,250
4/29/24,CUST7522,Hoodie,Hoodie,85,3,255,Summer,UK,Apple Pay,26,2,171,Yes,250
6/15/24,CUST6898,Hoodie,Hoodie,100,1,100,Winter,India,Credit Card,41,3,193,No,250
9/23/23,CUST7247,T-shirt,T-shirt,65,1,65,Spring,France,Credit Card,34,3,188,Yes,350
10/12/24,CUST6469,Denim,Denim,80,3,240,Spring,China,Apple Pay,27,2,63,Yes,150
9/24/23,CUST7645,Sweatpants,Sweatpants,100,1,100,Winter,UK,PayPal,20,5,24,Yes,450
10/1/23,CUST3705,Footwear,Footwear,110,2,220,Summer,Australia,Credit Card,24,5,145,Yes,200
2/16/23,CUST6996,Denim,Denim,95,1,95,Summer,Italy,PayPal,29,5,114,Yes,150
9/30/24,CUST5867,Footwear,Footwear,130,1,130,Fall,Mexico,Apple Pay,34,5,163,Yes,200
2/26/24,CUST9595,Outerwear,Outerwear,210,1,210,Spring,Spain,PayPal,18,4,181,No,180
9/4/24,CUST1429,Sweatpants,Sweatpants,60,2,120,Summer,Spain,Debit Card,21,1,105,Yes,450
6/30/24,CUST7516,Sweatpants,Sweatpants,80,3,240,Winter,Netherlands,Apple Pay,28,5,147,Yes,450
5/18/24,CUST3976,Hoodie,Hoodie,80,1,80,Summer,Australia,PayPal,19,1,35,Yes,250
2/27/23,CUST2650,T-shirt,T-shirt,60,3,180,Fall,Brazil,PayPal,41,4,81,Yes,350
6/7/23,CUST1809,T-shirt,T-shirt,50,3,150,Spring,Canada,Apple Pay,44,1,54,Yes,350
6/22/24,CUST3156,Denim,Denim,75,2,150,Winter,Australia,Debit Card,38,3,54,No,150
4/5/23,CUST4791,Sweatpants,Sweatpants,55,1,55,Spring,Canada,Credit Card,40,1,26,Yes,450
12/23/23,CUST5337,Footwear,Footwear,115,3,345,Spring,Germany,Debit Card,39,1,184,Yes,200
10/14/24,CUST6287,Hoodie,Hoodie,100,1,100,Spring,UK,Apple Pay,30,4,67,Yes,250
6/7/23,CUST7157,Sweatpants,Sweatpants,70,3,210,Fall,USA,Apple Pay,27,4,168,Yes,450
10/16/24,CUST1004,Sweatpants,Sweatpants,40,3,120,Spring,Spain,Credit Card,38,5,33,Yes,450
12/24/23,CUST2998,T-shirt,T-shirt,40,2,80,Spring,France,Apple Pay,41,4,61,No,350
6/14/24,CUST5775,Hoodie,Hoodie,115,1,115,Spring,Mexico,Apple Pay,28,4,136,Yes,250
12/24/24,CUST2049,Sweatpants,Sweatpants,55,3,165,Spring,Italy,PayPal,26,5,60,No,450
12/26/24,CUST4225,Hoodie,Hoodie,80,3,240,Winter,France,PayPal,34,2,75,Yes,250
8/16/23,CUST1694,Outerwear,Outerwear,205,1,205,Summer,China,Credit Card,41,3,96,Yes,180
2/19/24,CUST7056,Hoodie,Hoodie,140,1,140,Summer,Spain,Credit Card,30,5,190,Yes,250
7/23/23,CUST5580,Hoodie,Hoodie,150,2,300,Winter,Canada,PayPal,31,2,184,Yes,250
9/24/23,CUST4395,Hoodie,Hoodie,100,3,300,Spring,Netherlands,Apple Pay,40,5,184,Yes,250
2/21/24,CUST1528,Denim,Denim,60,2,120,Spring,China,Debit Card,36,3,163,No,150
2/13/24,CUST3115,Denim,Denim,85,2,170,Fall,Canada,PayPal,25,1,21,Yes,150
4/4/24,CUST9240,T-shirt,T-shirt,70,2,140,Summer,Australia,Apple Pay,44,4,92,Yes,350
10/6/23,CUST7008,Denim,Denim,75,2,150,Spring,Italy,Debit Card,38,1,162,No,150
7/12/23,CUST3829,Hoodie,Hoodie,120,3,360,Winter,Brazil,PayPal,28,3,182,Yes,250
4/26/24,CUST6817,T-shirt,T-shirt,80,1,80,Summer,Italy,PayPal,41,3,38,Yes,350
5/27/23,CUST1808,Denim,Denim,140,1,140,Summer,France,Apple Pay,41,3,143,Yes,150
10/25/23,CUST3553,Hoodie,Hoodie,95,2,190,Spring,Italy,Debit Card,18,3,77,Yes,250
2/1/23,CUST8839,Hoodie,Hoodie,95,1,95,Spring,France,PayPal,20,3,68,Yes,250
5/17/23,CUST1494,Denim,Denim,125,3,375,Spring,India,Debit Card,37,2,39,Yes,150
4/2/24,CUST5615,Hoodie,Hoodie,110,2,220,Fall,Netherlands,Apple Pay,32,1,131,Yes,250
1/30/23,CUST4813,Sweatpants,Sweatpants,50,3,150,Fall,Spain,Credit Card,19,4,154,Yes,450
8/6/23,CUST5751,T-shirt,T-shirt,35,1,35,Summer,Mexico,Credit Card,34,3,120,Yes,350
4/25/24,CUST1323,T-shirt,T-shirt,70,2,140,Summer,Australia,Debit Card,18,5,37,Yes,350
7/26/23,CUST2169,T-shirt,T-shirt,65,1,65,Spring,Brazil,Debit Card,41,5,64,Yes,350
9/10/24,CUST5340,T-shirt,T-shirt,60,2,120,Winter,Canada,Credit Card,20,1,137,Yes,350
1/10/24,CUST7069,Hoodie,Hoodie,60,1,60,Summer,USA,PayPal,43,1,113,Yes,250
1/17/24,CUST8055,T-shirt,T-shirt,60,2,120,Winter,Mexico,Debit Card,32,1,88,Yes,350
4/24/23,CUST6753,T-shirt,T-shirt,55,2,110,Winter,Australia,PayPal,21,4,141,Yes,350
6/13/24,CUST2715,Hoodie,Hoodie,135,2,270,Winter,UK,Credit Card,28,1,131,No,250
12/4/24,CUST5313,Sweatpants,Sweatpants,55,2,110,Spring,USA,Apple Pay,21,1,185,Yes,450
10/16/24,CUST6203,Sweatpants,Sweatpants,95,2,190,Spring,Germany,Credit Card,29,1,147,Yes,450
1/15/23,CUST1521,T-shirt,T-shirt,65,1,65,Summer,China,Debit Card,35,3,65,Yes,350
5/5/24,CUST3102,Denim,Denim,65,3,195,Fall,Mexico,PayPal,28,2,124,Yes,150
3/10/24,CUST2218,Footwear,Footwear,190,3,570,Spring,Brazil,Credit Card,44,3,35,Yes,200
9/18/24,CUST2812,T-shirt,T-shirt,40,3,120,Fall,Japan,PayPal,43,2,152,Yes,350
8/22/24,CUST3457,T-shirt,T-shirt,55,3,165,Summer,France,Debit Card,43,2,96,Yes,350
10/14/24,CUST8851,Outerwear,Outerwear,140,3,420,Spring,Netherlands,Apple Pay,25,5,120,Yes,180
5/18/23,CUST3802,T-shirt,T-shirt,30,2,60,Winter,China,PayPal,36,4,57,Yes,350
5/19/24,CUST7314,Outerwear,Outerwear,175,2,350,Spring,Spain,Credit Card,32,1,146,No,180
11/28/23,CUST6873,T-shirt,T-shirt,70,3,210,Spring,India,PayPal,20,2,44,Yes,350
8/26/24,CUST8082,Footwear,Footwear,115,3,345,Spring,UK,Apple Pay,30,2,24,No,200
9/22/24,CUST3300,Footwear,Footwear,140,3,420,Winter,China,Apple Pay,30,1,194,No,200
2/19/24,CUST1326,Outerwear,Outerwear,220,1,220,Winter,Australia,Credit Card,35,2,179,Yes,180
8/10/24,CUST4544,Denim,Denim,135,2,270,Fall,Italy,Credit Card,42,5,126,No,150
6/6/24,CUST1721,Footwear,Footwear,185,3,555,Summer,Italy,Apple Pay,30,4,129,Yes,200
4/1/24,CUST6566,Footwear,Footwear,190,1,190,Winter,USA,Credit Card,44,5,75,Yes,200
6/30/24,CUST6758,T-shirt,T-shirt,75,3,225,Winter,Italy,Debit Card,29,3,39,Yes,350
4/9/24,CUST2078,Hoodie,Hoodie,90,1,90,Fall,USA,Debit Card,30,1,198,No,250
6/3/23,CUST2510,Footwear,Footwear,95,2,190,Fall,UK,Credit Card,36,3,176,Yes,200
11/28/24,CUST3194,Sweatpants,Sweatpants,85,1,85,Spring,UK,Apple Pay,44,4,91,Yes,450
9/5/23,CUST6453,T-shirt,T-shirt,65,2,130,Fall,USA,Credit Card,29,3,68,No,350
6/6/24,CUST6806,Denim,Denim,75,2,150,Fall,China,PayPal,38,2,178,No,150
9/12/24,CUST1964,Footwear,Footwear,150,1,150,Spring,Italy,Apple Pay,24,3,162,No,200
12/15/24,CUST6324,Outerwear,Outerwear,250,2,500,Spring,France,PayPal,20,3,189,No,180
8/26/24,CUST9488,Footwear,Footwear,110,2,220,Winter,Canada,Credit Card,21,4,159,Yes,200
6/24/23,CUST2895,Outerwear,Outerwear,185,1,185,Winter,Germany,PayPal,18,1,148,Yes,180
2/15/24,CUST8602,Outerwear,Outerwear,100,3,300,Winter,Spain,Debit Card,29,1,122,No,180
4/17/24,CUST1786,Outerwear,Outerwear,140,2,280,Summer,Germany,Debit Card,26,4,39,No,180
7/31/24,CUST3166,Hoodie,Hoodie,120,3,360,Fall,UK,Credit Card,31,3,88,No,250
10/21/24,CUST9572,Hoodie,Hoodie,110,1,110,Spring,Australia,Apple Pay,38,3,104,Yes,250
12/15/24,CUST5098,Footwear,Footwear,140,2,280,Fall,Japan,PayPal,45,2,191,Yes,200
7/26/24,CUST3887,Footwear,Footwear,100,3,300,Winter,Netherlands,Debit Card,25,5,132,Yes,200
11/17/23,CUST8228,Sweatpants,Sweatpants,55,3,165,Spring,Italy,Credit Card,25,5,35,Yes,450
4/22/24,CUST8254,Denim,Denim,130,3,390,Summer,Mexico,PayPal,30,1,155,No,150
5/28/23,CUST5677,Footwear,Footwear,90,1,90,Spring,Canada,Apple Pay,36,5,107,Yes,200
8/22/24,CUST3615,Denim,Denim,70,2,140,Winter,Mexico,Apple Pay,21,4,123,Yes,150
5/9/24,CUST7194,Outerwear,Outerwear,105,1,105,Winter,Brazil,Debit Card,31,5,179,Yes,180
4/11/24,CUST3142,Hoodie,Hoodie,105,2,210,Summer,Japan,PayPal,42,5,104,Yes,250
1/20/24,CUST6517,Denim,Denim,105,3,315,Summer,India,PayPal,18,5,160,Yes,150
12/28/24,CUST1371,Denim,Denim,100,2,200,Fall,UK,Debit Card,34,3,175,No,150
5/28/23,CUST4003,Denim,Denim,120,2,240,Spring,Netherlands,PayPal,39,1,108,No,150
2/25/23,CUST1695,Outerwear,Outerwear,240,3,720,Winter,Australia,Apple Pay,43,5,128,No,180
9/11/23,CUST6222,Denim,Denim,95,1,95,Summer,Canada,PayPal,20,5,185,Yes,150
1/18/23,CUST9534,Footwear,Footwear,120,1,120,Fall,Australia,Apple Pay,21,3,57,No,200
2/10/23,CUST1750,Sweatpants,Sweatpants,55,3,165,Spring,Germany,Debit Card,44,1,186,Yes,450
10/24/24,CUST1009,Outerwear,Outerwear,170,2,340,Summer,Mexico,Debit Card,19,2,101,Yes,180
5/12/23,CUST7430,Outerwear,Outerwear,210,1,210,Spring,Spain,PayPal,45,2,119,No,180
6/1/24,CUST8119,Sweatpants,Sweatpants,45,2,90,Winter,Germany,PayPal,41,5,100,Yes,450
